Model,Treatment,Treatment target,Treatment type,BestResponse,Day_BestResponse,BestAvgResponse,Day_BestAvgResponse,TimeToDouble,Day_Last,ResponseCategory
X-007,BGJ398,FGFR,single,396.5,11,220.475,11,4,11,PD
X-007,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,189.1,14,77.05,11,6.20754717,14,PD
X-007,BYL719,PIK3CA,single,303.7,11,196.175,11,4,11,PD
X-007,BYL719 + HSP990,"PIK3CA,HSP90",combo,-12.7,9,8.716666667,16,27.99360614,30,SD-->PD
X-007,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,47.9,20,40.625,13,22.83152174,30,PD
X-007,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,25,16,26.53333333,16,36.835,37,SD
X-007,HDM201,MDM2,single,330.8,11,182.75,11,4,11,PD
X-007,figitumumab,IGF1R,single,428.7,10,153.55,10,4.855973813,10,PD
X-007,HSP990,HSP90,single,-29.9,15,-21.84,15,28.14425163,29,SD-->PD
X-007,INC280,MET,single,474.6,13,202,13,3,13,PD
X-007,INC280 + trastuzumab,"ERBB2,MET",combo,176,20,142.36,13,3,30,PD
X-007,LEE011,"CDK4,CDK6,CDK4/6",single,405.2,11,230.525,11,4,11,PD
X-007,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,-1.1,13,32.22,13,13,13,PD
X-007,LJM716,ERBB3,single,727.4,13,284.64,13,3,13,PD
X-007,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,545.6,13,265.46,13,3,13,PD
X-007,LLM871,FGFR2/4,single,458,11,213.25,11,4,11,PD
X-007,binimetinib,"MAP2K1,MAP2K2,MAPK",single,55.9,27,51.66,13,30,30,PD
X-007,everolimus,MTOR,single,193.1,26,68.125,12,7.405172414,33,PD
X-007,trastuzumab,ERBB2,single,233.6,20,51.16,13,8.12244898,31,PD
X-010,BGJ398,FGFR,single,-65.1,60,-5.311111111,112,138.2949438,157,SD-->-->PD
X-010,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,49.1,21,18.8,11,38.70114943,77,PD
X-010,BYL719,PIK3CA,single,98.5,21,12.675,11,21.6,38,PD
X-010,BYL719 + HSP990,"PIK3CA,HSP90",combo,-10.7,10,-0.08,14,75.05246423,91,SD-->PD
X-010,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,342.8,21,132.82,14,5.686971235,21,PD
X-010,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,24,16,28.96666667,16,30,30,SD
X-010,HDM201,MDM2,single,105,20,21.48,14,18.54368932,42,PD
X-010,figitumumab,IGF1R,single,114.9,20,16.28,14,16.20915033,34,PD
X-010,HSP990,HSP90,single,382.6,14,147.1,14,7.027777778,14,PD
X-010,INC280,MET,single,307.9,21,62.06,14,11.50861519,21,PD
X-010,INC280 + trastuzumab,"ERBB2,MET",combo,213.7,23,10.9,11,19.66568915,31,PD
X-010,LEE011,"CDK4,CDK6,CDK4/6",single,-15.5,88,4.1,14,111,111,SD-->PD
X-010,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,-45.9,26,-26.85,66,118,118,SD
X-010,LJM716,ERBB3,single,308.8,21,132.32,14,4.632587859,21,PD
X-010,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,185.2,26,53.14,14,12.88219178,48,PD
X-010,LLM871,FGFR2/4,single,-100,30,-50.08235294,66,144.0318841,155,CR-->-->PD
X-010,binimetinib,"MAP2K1,MAP2K2,MAPK",single,63.8,34,62.12,14,6.62541806,58,PD
X-010,everolimus,MTOR,single,140,21,33.33333333,11,16.49773756,38,PD
X-010,trastuzumab,ERBB2,single,155.2,21,21.025,11,14.46521739,46,PD
X-010,untreated,"UNKNOWN,Untreated",single,244.3,24,19.28,12,16.90222222,33,PD
X-011,BGJ398,FGFR,single,182.9,20,36.34,13,14.52848101,24,PD
X-011,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,145.8,21,28.7,12,17.72857143,60,PD
X-011,BYL719,PIK3CA,single,152,21,40.25,12,11.63101604,60,PD
X-011,BYL719 + HSP990,"PIK3CA,HSP90",combo,37.2,20,10.55,15,29.46419098,69,PD
X-011,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,19,25,7.025,11,25,25,SD
X-011,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-23,13,-9.9,20,30,30,SD
X-011,HDM201,MDM2,single,116.9,22,40.775,12,18.62948207,26,PD
X-011,figitumumab,IGF1R,single,133.8,22,19.325,12,18.68032787,26,PD
X-011,HSP990,HSP90,single,369.4,20,86.14,13,8.333333333,24,PD
X-011,INC280,MET,single,114.7,20,34.225,13,18.68161435,30,PD
X-011,INC280 + trastuzumab,"ERBB2,MET",combo,38.8,20,34.475,13,28.71639344,30,PD
X-011,LEE011,"CDK4,CDK6,CDK4/6",single,79.4,20,24.78,13,21.4688057,24,PD
X-011,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,122.7,23,33.9,13,17.86037736,42,PD
X-011,LJM716,ERBB3,single,155.8,20,36.675,13,15.79850746,30,PD
X-011,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,150.7,23,28.775,13,15.62190083,30,PD
X-011,LLM871,FGFR2/4,single,400.4,20,101.28,13,6.611197512,24,PD
X-011,binimetinib,"MAP2K1,MAP2K2,MAPK",single,78.8,34,14.15,13,27.89189189,68,PD
X-011,everolimus,MTOR,single,63,25,20.25,11,29,29,PD
X-011,trastuzumab,ERBB2,single,395.1,20,85.16,13,7.534668721,24,PD
X-015,BGJ398,FGFR,single,290.3,21,31.36666667,11,11.11632653,48,PD
X-015,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,110.2,21,11.93333333,11,15.91346154,52,PD
X-015,BYL719,PIK3CA,single,16.3,12,7.375,12,44.2994012,67,SD-->PD
X-015,BYL719 + HSP990,"PIK3CA,HSP90",combo,72.1,25,31.45,14,26.42346939,61,PD
X-015,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,-100,136,-50.84545455,136,136,136,CR
X-015,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,74,21,11,14,24.16301703,41,PD
X-015,HDM201,MDM2,single,250.9,12,121.6,12,5.530054645,12,PD
X-015,figitumumab,IGF1R,single,-22.6,12,-22.725,12,38.44198895,75,SD-->PD
X-015,HSP990,HSP90,single,124.9,20,39.06,14,18.23404255,63,PD
X-015,INC280,MET,single,317.4,23,97.75,11,6.130489335,31,PD
X-015,INC280 + trastuzumab,"ERBB2,MET",combo,388.8,23,71.8,11,8.876221498,31,PD
X-015,LEE011,"CDK4,CDK6,CDK4/6",single,101.5,20,39.72,14,19.73684211,63,PD
X-015,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,13.7,16,24.16,16,30,30,SD-->PD
X-015,LJM716,ERBB3,single,217.2,23,34.32,14,15.9047619,27,PD
X-015,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,108.9,23,2,11,17.48837209,27,PD
X-015,LLM871,FGFR2/4,single,155,20,50.8,14,11.60364465,42,PD
X-015,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-82.7,30,-55.6,37,90.86987104,105,PR-->PD
X-015,everolimus,MTOR,single,114.4,21,28.1,11,18.39759036,52,PD
X-015,trastuzumab,ERBB2,single,83.6,20,9.5,14,21.33333333,94,PD
X-015,untreated,"UNKNOWN,Untreated",single,148,24,24.375,12,20.39097744,71,PD
X-017,BGJ398,FGFR,single,-79.5,135,-22.22424242,177,177,177,PR-->PD
X-017,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,75.6,20,15.25,12,36.6875,111,PD
X-017,BYL719,PIK3CA,single,5.7,16,2.25,12,83.58695652,125,SD-->PD
X-017,BYL719 + HSP990,"PIK3CA,HSP90",combo,-21.6,9,-12.3,16,47.19402985,97,SD-->PD
X-017,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,-29.3,16,-5.416666667,20,78.10810811,87,SD-->PD
X-017,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,3.3,10,6.44,18,60.56896552,102,SD-->PD
X-017,HDM201,MDM2,single,40.7,74,27.275,14,85.23144105,105,PD
X-017,figitumumab,IGF1R,single,58.6,26,36.775,14,34.90697674,119,PD
X-017,HSP990,HSP90,single,409.1,20,162.98,14,5.219762846,34,PD
X-017,INC280,MET,single,50.7,21,8.05,14,34.36962025,75,PD
X-017,INC280 + trastuzumab,"ERBB2,MET",combo,110.9,21,74.75,14,10.77246654,32,PD
X-017,LEE011,"CDK4,CDK6,CDK4/6",single,51.6,31,17.1,14,43.33333333,105,PD
X-017,LJM716,ERBB3,single,146.7,36,104.2,14,7.086481948,42,PD
X-017,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,57.8,20,38.65,13,22.92378753,27,PD
X-017,LLM871,FGFR2/4,single,-78.5,196,15.75,15,196,196,SD-->PD
X-017,binimetinib,"MAP2K1,MAP2K2,MAPK",single,5.7,21,16.28333333,21,38.276434,61,SD-->PD
X-017,everolimus,MTOR,single,8.5,12,9.525,12,48.27455919,141,SD-->PD
X-017,trastuzumab,ERBB2,single,354.9,20,110.76,14,6.037511436,20,PD
X-017,untreated,"UNKNOWN,Untreated",single,25.4,12,12.7,12,90.52434457,130,SD
X-020,BGJ398,FGFR,single,179.4,21,35.9,12,12.06138107,33,PD
X-020,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,54.4,25,40.925,12,33.63679245,64,PD
X-020,BYL719,PIK3CA,single,15,12,16.75,12,43.21153846,109,SD
X-020,BYL719 + HSP990,"PIK3CA,HSP90",combo,50.8,26,21.625,11,36.55202312,63,PD
X-020,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,-64.2,39,-43.18095238,92,99,99,PR-->-->PD
X-020,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-18.6,17,-10.88888889,28,100.5092127,105,SD-->-->PD
X-020,HDM201,MDM2,single,99.7,25,15.175,12,20.76851852,95,PD
X-020,figitumumab,IGF1R,single,218.4,21,38.725,12,11.45263158,29,PD
X-020,HSP990,HSP90,single,1.3,12,-4.525,12,30.63424125,60,SD-->PD
X-020,INC280,MET,single,23,17,34.7,17,85.58558559,86,PD
X-020,INC280 + trastuzumab,"ERBB2,MET",combo,124.7,22,26.875,11,19.82378855,49,PD
X-020,LEE011,"CDK4,CDK6,CDK4/6",single,75,25,37.425,12,34.28,64,PD
X-020,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,-33.6,32,-14.72666667,63,80,80,SD-->-->PD
X-020,LJM716,ERBB3,single,54,24,46,14,37.72093023,55,PD
X-020,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,15.1,9,14.94,14,14,14,SD
X-020,LLM871,FGFR2/4,single,136.8,25,30.075,12,18.4,44,PD
X-020,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-63.6,155,1.37037037,155,155,155,SD
X-020,everolimus,MTOR,single,141.9,21,46.4,12,14.42424242,44,PD
X-020,trastuzumab,ERBB2,single,16.8,21,1.575,12,33.18940937,55,SD-->PD
X-020,untreated,"UNKNOWN,Untreated",single,22.1,46,31.05,12,58.2892562,130,PD
X-023,BYL719,PIK3CA,single,-40.4,24,-8.777777778,42,49,49,SD
X-023,BYL719 + HSP990,"PIK3CA,HSP90",combo,-34.6,53,-18.82857143,88,112.372549,115,SD-->-->PD
X-023,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,-18.6,7,-1.433333333,7,7,7,SD
X-023,HSP990,HSP90,single,122.3,21,55.64,14,12.46387833,64,PD
X-023,LEE011,"CDK4,CDK6,CDK4/6",single,-20.6,42,18.14615385,64,91,91,SD-->PD
X-023,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,-58.6,9,-32.16,13,30,30,PR
X-023,LJM716,ERBB3,single,38.5,71,35.16,14,15.07020873,74,PD
X-023,everolimus,MTOR,single,-66.6,21,-41.7375,29,91,91,PR-->PD
X-023,untreated,"UNKNOWN,Untreated",single,39.4,21,17.54,14,23.42723632,35,PD
X-024,BYL719,PIK3CA,single,4.1,18,15.01666667,18,40.24050633,122,SD-->PD
X-024,BYL719 + HSP990,"PIK3CA,HSP90",combo,-77.6,41,-45.23076923,41,41,41,PR
X-024,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,64.9,21,6.62,14,22.39840637,36,PD
X-024,HSP990,HSP90,single,107.9,21,27,11,19.79695431,59,PD
X-024,LEE011,"CDK4,CDK6,CDK4/6",single,92.9,21,13.825,11,23.44827586,66,PD
X-024,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,-28.3,31,-17.05833333,39,42,42,SD-->PD
X-024,LJM716,ERBB3,single,93.4,24,20.04,14,15.45365854,42,PD
X-024,everolimus,MTOR,single,-13.3,27,8.15,27,122,122,SD-->PD
X-024,untreated,"UNKNOWN,Untreated",single,226.6,20,52.62,13,9.793710692,31,PD
X-025,BGJ398,FGFR,single,-38.9,49,-18.35,49,111,111,SD
X-025,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-36.3,14,-21.51428571,20,20,20,SD
X-025,BYL719,PIK3CA,single,2.8,37,0.46,14,195,218,SD-->PD
X-025,BYL719 + HSP990,"PIK3CA,HSP90",combo,-35.1,19,-5.685714286,51,139,139,SD-->-->PD
X-025,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,32.6,27,21.4,14,51,51,SD
X-025,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-30.2,27,5.071428571,51,51,51,SD
X-025,HDM201,MDM2,single,0.3,37,7.66,14,37,37,SD-->PD
X-025,figitumumab,IGF1R,single,26.9,14,14.34,14,39.07407407,58,SD-->PD
X-025,HSP990,HSP90,single,81.6,33,36.5,14,34.42084942,41,PD
X-025,INC280,MET,single,61.4,30,32.26,14,34.91390728,51,PD
X-025,INC280 + trastuzumab,"ERBB2,MET",combo,13.9,9,11.64,14,64.75,84,SD-->PD
X-025,LEE011,"CDK4,CDK6,CDK4/6",single,0,16,-2,12,156.7003745,183,SD-->PD
X-025,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,-18,21,-1.77,36,36,36,SD
X-025,LJM716,ERBB3,single,-9.6,9,-13.26,14,53.72619048,105,SD-->PD
X-025,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,-27,9,-9.08,14,45.58878505,51,SD-->PD
X-025,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-38.9,27,-25.27777778,30,127.3045977,139,SD-->PD
X-025,everolimus,MTOR,single,6,12,12.575,12,119.5229008,125,SD-->PD
X-025,trastuzumab,ERBB2,single,92.3,20,40.675,12,21.30508475,80,PD
X-025,untreated,"UNKNOWN,Untreated",single,46.1,25,18.96,18,25,165,PD
X-027,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,205.8,20,41.6,13,11.77814939,27,PD
X-027,BYL719,PIK3CA,single,-78.2,145,-56.28,153,153,153,PR
X-027,BYL719 + HSP990,"PIK3CA,HSP90",combo,-64.6,20,-36.15555556,27,27,27,PR
X-027,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-27.2,10,-4.6,17,35,35,SD-->PD
X-027,HDM201,MDM2,single,13.3,28,17.4,14,28,28,SD
X-027,figitumumab,IGF1R,single,14.6,28,31.33333333,28,28,28,PD
X-027,LEE011,"CDK4,CDK6,CDK4/6",single,-25.7,28,-5.155555556,28,28,28,SD
X-027,LJM716,ERBB3,single,-55.4,29,-25.64,50,50,50,PR
X-027,LLM871,FGFR2/4,single,307.3,21,54.5,14,12.89539749,24,PD
X-027,trastuzumab,ERBB2,single,-100,77,-82.97,309,309,309,CR
X-028,BGJ398,FGFR,single,119.2,17,75.72,13,10.58846154,17,PD
X-028,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,10.8,20,1.64,13,34,34,SD-->PD
X-028,BYL719,PIK3CA,single,67.4,29,32.1,11,34.25,84,PD
X-028,BYL719 + HSP990,"PIK3CA,HSP90",combo,260.8,20,64.48,15,8.972649573,34,PD
X-028,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,19.5,22,-5.775,13,35.13580247,37,SD-->PD
X-028,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,2.1,9,2.64,14,46.37142857,69,SD-->PD
X-028,HDM201,MDM2,single,71.3,20,-0.18,13,28.53233831,31,PD
X-028,figitumumab,IGF1R,single,151.4,22,45.52,15,18.54435484,33,PD
X-028,HSP990,HSP90,single,-18.1,10,-9.56,13,13,13,SD
X-028,INC280,MET,single,226.9,22,54.6,14,12.09063444,28,PD
X-028,INC280 + trastuzumab,"ERBB2,MET",combo,160.6,30,54.925,14,12.21790541,30,PD
X-028,LEE011,"CDK4,CDK6,CDK4/6",single,82.4,27,19.38,13,29.11411411,31,PD
X-028,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,74.4,17,31.46,13,17,17,PD
X-028,LJM716,ERBB3,single,146.1,22,60.6,13,18.38392857,29,PD
X-028,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,-24.9,54,-19.55,13,54,54,SD
X-028,LLM871,FGFR2/4,single,95.3,20,23.04,13,15.7638484,34,PD
X-028,binimetinib,"MAP2K1,MAP2K2,MAPK",single,110.6,20,50.05,14,18.04907975,30,PD
X-028,everolimus,MTOR,single,2.6,15,0.1,12,33,33,SD-->PD
X-028,trastuzumab,ERBB2,single,75.1,24,13.96,13,28.65552699,31,PD
X-029,BGJ398,FGFR,single,364,11,131.45,11,7.040494938,11,PD
X-029,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,266.3,18,57.525,11,8.949494949,18,PD
X-029,BYL719,PIK3CA,single,130,21,18.975,11,16.52785924,29,PD
X-029,BYL719 + HSP990,"PIK3CA,HSP90",combo,126.2,12,57.95,12,10.12857143,12,PD
X-029,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,291.2,15,160.525,12,5,15,PD
X-029,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,204,12,81.15,12,8.354075372,12,PD
X-029,HDM201,MDM2,single,297.9,18,48.475,11,11.1731315,18,PD
X-029,figitumumab,IGF1R,single,351.6,11,144.225,11,5.00131406,11,PD
X-029,HSP990,HSP90,single,114.4,9,50.575,9,7.779661017,9,PD
X-029,INC280,MET,single,307.4,12,137.725,12,5.777408638,12,PD
X-029,INC280 + trastuzumab,"ERBB2,MET",combo,312.1,12,168.275,12,5,12,PD
X-029,LEE011,"CDK4,CDK6,CDK4/6",single,121,20,52.58,13,18.06451613,24,PD
X-029,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,302.5,22,51.15,12,12.42786885,33,PD
X-029,LLM871,FGFR2/4,single,347.7,12,186.5,12,5,12,PD
X-029,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-6.1,15,-6.45,12,33,33,SD-->PD
X-029,everolimus,MTOR,single,167.1,18,34.3,11,14.47306176,18,PD
X-029,trastuzumab,ERBB2,single,234.8,20,110.66,13,3.61322314,24,PD
X-031,BGJ398,FGFR,single,265.3,21,49.93333333,12,11.16719243,33,PD
X-031,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,8.6,16,4.375,12,71.25255973,95,SD-->PD
X-031,BYL719,PIK3CA,single,-20.4,16,-10.76,16,52.56263736,77,SD-->PD
X-031,BYL719 + HSP990,"PIK3CA,HSP90",combo,178.6,22,37.775,13,13.83394834,41,PD
X-031,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-8.3,55,5.86,14,63,63,SD
X-031,HDM201,MDM2,single,97.2,25,15.7,12,20.84848485,64,PD
X-031,figitumumab,IGF1R,single,464.5,23,59.975,11,9.195071869,23,PD
X-031,HSP990,HSP90,single,184.4,23,27.525,11,13.575,39,PD
X-031,INC280,MET,single,68.4,27,10.175,13,38.08428246,62,PD
X-031,INC280 + trastuzumab,"ERBB2,MET",combo,266.8,14,109.72,14,6.368421053,14,PD
X-031,LEE011,"CDK4,CDK6,CDK4/6",single,31.3,21,17.25,12,43.3038674,95,SD-->PD
X-031,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,143.7,23,35.8,13,12.91798107,42,PD
X-031,LJM716,ERBB3,single,-15,26,22.54285714,26,8.543822598,34,SD
X-031,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,194.3,23,55.02,13,11.26691042,23,PD
X-031,LLM871,FGFR2/4,single,137.7,23,35.125,11,14.04564315,39,PD
X-031,binimetinib,"MAP2K1,MAP2K2,MAPK",single,83.7,22,15.45,13,26.65714286,68,PD
X-031,everolimus,MTOR,single,24.3,9,18.7,13,47.64285714,93,SD
X-031,trastuzumab,ERBB2,single,98.9,23,12.075,11,23.14932127,44,PD
X-031,untreated,"UNKNOWN,Untreated",single,-1,12,-0.5,12,69.34020619,130,SD-->PD
X-034,BGJ398,FGFR,single,42.2,21,24.8,11,32,32,PD
X-034,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,12.6,12,5.275,12,47.9695122,90,SD-->PD
X-034,BYL719,PIK3CA,single,-4.6,32,2.185714286,21,32,32,SD
X-034,BYL719 + HSP990,"PIK3CA,HSP90",combo,-31.1,37,-15.26666667,37,37,37,SD
X-034,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,20.2,31,15.88,14,24.8173913,35,SD-->PD
X-034,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,56.3,31,45.35,17,24.41618497,35,PD
X-034,HDM201,MDM2,single,60.7,25,16.05,11,32,32,PD
X-034,figitumumab,IGF1R,single,15.9,14,7.4,11,32,32,SD-->PD
X-034,HSP990,HSP90,single,22.4,12,7.2,12,53.76569038,91,SD-->PD
X-034,INC280,MET,single,73.9,21,20.98,14,25.73566879,29,PD
X-034,INC280 + trastuzumab,"ERBB2,MET",combo,13.7,22,14.06,14,35,35,SD-->PD
X-034,LEE011,"CDK4,CDK6,CDK4/6",single,3,11,-0.925,11,32,32,SD-->PD
X-034,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,-39.4,24,-12.89090909,34,34,34,SD
X-034,LJM716,ERBB3,single,62.8,21,15.38,14,24.74492099,29,PD
X-034,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,81.3,31,23.4,14,21.93169399,35,PD
X-034,LLM871,FGFR2/4,single,104,25,-2.2,11,19.76774194,32,PD
X-034,binimetinib,"MAP2K1,MAP2K2,MAPK",single,27.6,19,19.96666667,11,35.5862069,37,SD
X-034,everolimus,MTOR,single,-15,28,4.944444444,32,266,266,SD-->-->PD
X-034,trastuzumab,ERBB2,single,116.3,21,10,11,19.23465704,32,PD
X-035,BGJ398,FGFR,single,303.1,20,53.32,13,11.22097378,31,PD
X-035,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-3.9,34,3.52,13,62,62,SD-->PD
X-035,BYL719,PIK3CA,single,-80.3,69,-46.29285714,105,135.3347826,156,PR-->-->PD
X-035,BYL719 + HSP990,"PIK3CA,HSP90",combo,19.6,32,37.6,11,51.41758242,63,PD
X-035,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,-94.4,63,-64.05555556,66,66,66,PR
X-035,HDM201,MDM2,single,96.7,20,35.08,13,23.1888412,34,PD
X-035,figitumumab,IGF1R,single,294.8,20,63.2,13,9.275683666,24,PD
X-035,HSP990,HSP90,single,2.3,10,2.2,14,28,28,SD-->PD
X-035,INC280 + trastuzumab,"ERBB2,MET",combo,-100,65,-76.96521739,97,97,97,CR
X-035,LEE011,"CDK4,CDK6,CDK4/6",single,-100,97,-72.56666667,223,320.3333333,330,CR-->-->PD
X-035,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,-100,97,-77.596,97,97,97,CR
X-035,LJM716,ERBB3,single,-15.5,14,13.2375,28,42,42,SD
X-035,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,36.8,31,3.1,15,31,31,PD
X-035,LLM871,FGFR2/4,single,114.1,22,31.16,12,16.49823322,33,PD
X-035,binimetinib,"MAP2K1,MAP2K2,MAPK",single,10.8,23,31.95,14,30,30,PD
X-035,everolimus,MTOR,single,-84.4,89,-52.08,97,138.0635838,148,PR-->-->PD
X-035,trastuzumab,ERBB2,single,-88,94,-15.11764706,136,10.8852459,220,SD-->-->PD
X-037,BGJ398,FGFR,single,75.4,20,13.15,13,24.52875,58,PD
X-037,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-97.6,201,-23,201,201,201,PR
X-037,BYL719,PIK3CA,single,-8.1,69,14.9,13,122,122,SD-->PD
X-037,BYL719 + HSP990,"PIK3CA,HSP90",combo,72.2,23,16.62,13,27.13690476,42,PD
X-037,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,178.5,23,34.92,13,17.4260355,31,PD
X-037,HDM201,MDM2,single,118.2,25,32.15,12,18.35507246,43,PD
X-037,figitumumab,IGF1R,single,155.1,20,38.525,13,15.36877524,43,PD
X-037,HSP990,HSP90,single,132.2,20,33.15,13,17.7587007,53,PD
X-037,INC280,MET,single,-78.8,73,28.39473684,73,23.3902439,73,SD
X-037,INC280 + trastuzumab,"ERBB2,MET",combo,328.5,23,86.48,13,6.339731286,23,PD
X-037,LEE011,"CDK4,CDK6,CDK4/6",single,18,20,7.2,13,68.82650602,122,SD-->PD
X-037,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,-86.6,52,-29.43529412,60,60,60,PR
X-037,LJM716,ERBB3,single,287,23,73.52,13,7.476987448,23,PD
X-037,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,192.2,23,45.96,13,12.12713472,23,PD
X-037,LLM871,FGFR2/4,single,-100,83,-29.4,151,151,151,PR
X-037,binimetinib,"MAP2K1,MAP2K2,MAPK",single,34.2,34,47.5,13,56,56,PD
X-037,everolimus,MTOR,single,48.8,25,20.7,12,33.45454545,85,PD
X-037,trastuzumab,ERBB2,single,214.2,20,57,13,11.93467337,38,PD
X-037,untreated,"UNKNOWN,Untreated",single,147.3,36,40.95,12,18.64220183,90,PD
X-038,BGJ398,FGFR,single,108,21,19.68,14,19.68312757,24,PD
X-038,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,20,28,27.68,14,42.61142857,112,SD
X-038,BYL719,PIK3CA,single,100.2,21,22.44,14,20.98353909,24,PD
X-038,BYL719 + HSP990,"PIK3CA,HSP90",combo,-53.6,35,-27.14285714,44,97,97,PR-->PD
X-038,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,172.7,21,19.875,12,13.79635258,32,PD
X-038,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,120,25,52.14,13,12.52352941,52,PD
X-038,HDM201,MDM2,single,36.8,14,34.64,14,14,14,PD
X-038,figitumumab,IGF1R,single,160.9,35,31,11,14.86451613,66,PD
