Model,Treatment,Treatment target,Treatment type,BestResponse,Day_BestResponse,BestAvgResponse,Day_BestAvgResponse,TimeToDouble,Day_Last,ResponseCategory
X-142,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,180.8,21,27.86,13,15.26428571,55,PD
X-142,HSP990,HSP90,single,71.8,20,24.66666667,12,30.59537572,55,PD
X-142,LEE011,"CDK4,CDK6,CDK4/6",single,10.8,12,9.333333333,12,35.52948557,82,SD-->PD
X-142,LJM716,ERBB3,single,78.1,21,13.32,13,37.08695652,76,PD
X-142,everolimus,MTOR,single,-15.6,15,-11.44,20,61.53956835,82,SD-->PD
X-142,untreated,"UNKNOWN,Untreated",single,316.4,21,70.62,13,9.674329502,42,PD
X-144,BYL719 + HSP990,"PIK3CA,HSP90",combo,133.9,29,110.45,13,4,36,PD
X-144,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,99.4,21,23.88,14,21.04147465,31,PD
X-144,HSP990,HSP90,single,586.1,15,197.525,13,4.568205666,15,PD
X-144,LEE011,"CDK4,CDK6,CDK4/6",single,284.1,19,140.9,12,5,19,PD
X-144,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,97,23,38.74,13,23.1650619,55,PD
X-144,LJM716,ERBB3,single,525,20,98.18,13,6.726962457,20,PD
X-144,everolimus,MTOR,single,435.6,19,122.625,13,5.203623814,19,PD
X-144,untreated,"UNKNOWN,Untreated",single,766,13,264.26,13,4.600543478,13,PD
X-1441,5FU,chemotherapy,single,8.2,13,8.8,13,55.834375,86,SD-->PD
X-1441,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-51.7,17,-39.81111111,31,81,81,PR
X-1441,BKM120 + LJC049,"panPI3K,TNKS",combo,-11.2,14,-8.15,14,14,14,SD
X-1441,BYL719,PIK3CA,single,-0.1,29,3.8,16,90,90,SD-->PD
X-1441,BYL719 + cetuximab,"PIK3CA,EGFR",combo,-7.4,11,-4.7,11,62.1024735,78,SD-->PD
X-1441,BYL719 + cetuximab + encorafenib,"PIK3CA,EGFR,BRAF",combo,15.5,11,8.175,11,88,88,SD-->PD
X-1441,BYL719 + encorafenib,"PIK3CA,BRAF",combo,-5.7,14,-1.828571429,19,42,42,SD
X-1441,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,-17.3,17,-6.55,35,88,88,SD-->PD
X-1441,BYL719 + binimetinib,"PIK3CA,MAPK",combo,-56.4,22,-34.3,56,88,88,PR
X-1441,cetuximab,EGFR,single,-32.7,13,-14.06666667,16,48.70170455,86,SD-->PD
X-1441,cetuximab + encorafenib,"EGFR,BRAF",combo,-9.1,31,5.058333333,42,81,81,SD-->-->PD
X-1441,CGM097,MDM2,single,72.4,21,23.88,14,29.32802548,84,PD
X-1441,CKX620,MAPK,single,-56.2,24,-21.22727273,39,88,88,PR-->PD
X-1441,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-31,34,-16.99166667,45,90,90,SD-->PD
X-1441,HDM201,MDM2,single,34.5,28,6.96,14,52,52,SD-->PD
X-1441,LEE011,"CDK4,CDK6,CDK4/6",single,6.8,17,4.96,14,70.49074074,91,SD-->PD
X-1441,encorafenib,BRAF,single,81.5,24,42.36,14,26.83991228,45,PD
X-1441,LJC049,TNKS,single,104.6,21,41.82,14,13.72631579,42,PD
X-1441,LKA136,"NTRK1,NTRK2,NTRK3",single,39.8,24,4.175,13,43.12903226,90,PD
X-1441,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-57.6,28,-32.58571429,49,91,91,PR-->-->PD
X-1441,untreated,"UNKNOWN,Untreated",single,148.5,21,49.04,14,15.08695652,49,PD
X-1442,BGJ398,FGFR,single,266.1,21,102.05,13,7.476635514,21,PD
X-1442,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,44.8,21,24.15,13,29.4937833,55,PD
X-1442,BKM120 + binimetinib,"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD",combo,-100,80,-48.6483871,125,23.80645161,125,CR
X-1442,BYL719,PIK3CA,single,127.9,21,36.275,13,19.38728324,21,PD
X-1442,BYL719 + LGH447,"PIK3CA,PIM",combo,265.8,21,97.475,13,7.52540107,21,PD
X-1442,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,85.9,21,25.2,13,21.59078212,34,PD
X-1442,cetuximab,EGFR,single,705.9,21,145.1,13,7,21,PD
X-1442,CGM097,MDM2,single,261.9,13,138.15,13,7,13,PD
X-1442,CKX620,MAPK,single,-13.8,13,0.575,13,39.21130221,71,SD-->PD
X-1442,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,129,20,66.08,14,8.116312057,27,PD
X-1442,HDM201,MDM2,single,158.2,13,86.175,13,8.829268293,13,PD
X-1442,erlotinib,EGFR,single,13.6,11,0.05,11,11,11,SD
X-1442,HSP990,HSP90,single,273,18,125.2,14,4.47260274,18,PD
X-1442,INC280,MET,single,72.1,23,35.22,14,9.726277372,97,PD
X-1442,LCL161 + paclitaxel,"BIRC2,TUBB,Tubulin",combo,228.8,24,47.25,11,12.91715976,24,PD
X-1442,LEE011,"CDK4,CDK6,CDK4/6",single,267.7,13,154.825,13,7,13,PD
X-1442,LGH447,PIM,single,197.9,21,44.775,13,13.55882353,21,PD
X-1442,LLM871,FGFR2/4,single,396.5,18,76.88,14,10.19865772,18,PD
X-1442,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-29.6,14,-19.96,14,97,97,SD-->PD
X-1442,paclitaxel,Tubulin,single,246.3,10,136.075,10,4,10,PD
X-1442,untreated,"UNKNOWN,Untreated",single,111.8,13,62.3,13,12.22026432,13,PD
X-1443,5FU,chemotherapy,single,6.5,20,9.8,20,29,29,SD-->PD
X-1443,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,210.7,20,139.8333333,15,7,29,PD
X-1443,BKM120 + LJC049,"panPI3K,TNKS",combo,212.6,33,9.125,14,15.21220527,46,PD
X-1443,BYL719,PIK3CA,single,179.9,24,93.46666667,15,8.702857143,48,PD
X-1443,BYL719 + cetuximab,"PIK3CA,EGFR",combo,-74.7,77,-51.75,91,91,91,PR
X-1443,BYL719 + cetuximab + encorafenib,"PIK3CA,EGFR,BRAF",combo,-100,52,-84.51,96,96,96,CR
X-1443,BYL719 + encorafenib,"PIK3CA,BRAF",combo,-1.2,9,5.225,13,37.72563718,69,SD-->PD
X-1443,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,-33.7,32,-19.64285714,32,32,32,SD
X-1443,BYL719 + binimetinib,"PIK3CA,MAPK",combo,-59.6,49,-44.6,65,83,83,PR
X-1443,cetuximab,EGFR,single,-100,39,-81.39444444,83,83,83,CR
X-1443,cetuximab + encorafenib,"EGFR,BRAF",combo,-95.3,66,-60.62352941,105,105,105,CR
X-1443,CGM097,MDM2,single,118.8,20,28.26666667,15,18.61561119,29,PD
X-1443,CKX620,MAPK,single,-15.1,15,-6.05,20,29,29,SD-->PD
X-1443,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-18.2,14,-9.433333333,14,55,55,SD-->PD
X-1443,HDM201,MDM2,single,173.9,20,77.53333333,15,7,29,PD
X-1443,LEE011,"CDK4,CDK6,CDK4/6",single,-3.4,20,-2.925,20,29,29,SD-->PD
X-1443,encorafenib,BRAF,single,125.1,20,50.6,15,13.03805497,29,PD
X-1443,LJC049,TNKS,single,122.4,16,42.5,15,14.2474804,16,PD
X-1443,LKA136,"NTRK1,NTRK2,NTRK3",single,-14.4,9,-8.4,14,49.98245614,55,SD-->PD
X-1443,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-39.8,15,-31.56666667,15,29,29,SD
X-1443,untreated,"UNKNOWN,Untreated",single,-7.9,20,-2.06,20,40.8,61,SD-->PD
X-1443,LFW527 + binimetinib,"IGF1R,MAP2K1,MAP2K2",combo,4.9,28,3.575,11,32,32,SD-->PD
X-146,BYL719,PIK3CA,single,-22.9,10,-20.9,14,65.14204545,91,SD-->PD
X-146,BYL719 + HSP990,"PIK3CA,HSP90",combo,-94.6,33,-64.1,40,40,40,PR
X-146,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,-81.9,64,-56.27333333,64,64,64,PR
X-146,HSP990,HSP90,single,-28.3,20,-15.34285714,40,40,40,SD
X-146,LEE011,"CDK4,CDK6,CDK4/6",single,-55.8,12,-34.975,15,34.75849515,55,PR-->PD
X-146,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,-32.9,25,-13.07857143,60,60,60,SD
X-146,LJM716,ERBB3,single,-55.5,60,-34.47142857,60,60,60,PR
X-146,untreated,"UNKNOWN,Untreated",single,13.7,53,34.625,11,16.34146341,88,PD
X-1468,BGJ398,FGFR,single,100,21,25.56,14,21,56,PD
X-1468,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-27.2,17,-13.94166667,38,91,91,SD-->-->PD
X-1468,BYL719,PIK3CA,single,-2.5,17,1.457142857,21,89.34332425,91,SD-->-->PD
X-1468,BYL719 + LEE011,"PIK3CA,CDK4/6",combo,-46.8,63,-30.72142857,97,97,97,SD
X-1468,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,-11.9,10,-11.86,14,39.58045977,91,SD-->PD
X-1468,CGM097,MDM2,single,185.9,21,15.86,14,16.72771475,35,PD
X-1468,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,7.7,10,6.04,14,91,91,SD-->PD
X-1468,HDM201,MDM2,single,10,10,5.92,14,43.60540541,77,SD-->PD
X-1468,INC424,JAK,single,255,21,54.02,14,11.04684976,49,PD
X-1468,LEE011,"CDK4,CDK6,CDK4/6",single,-14.7,14,-3.057142857,21,67.85858586,91,SD-->PD
X-1468,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,14.7,10,10.28,14,45.32482599,84,SD-->PD
X-1468,LFA102,PRLR,single,153.6,21,43.22,14,13.8989899,42,PD
X-1468,LJM716,ERBB3,single,2.9,15,10.26,15,48.40174672,81,SD-->PD
X-1468,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,5.2,14,7.14,14,29.76190476,56,SD-->PD
X-1468,LKA136,"NTRK1,NTRK2,NTRK3",single,122.7,21,25.56,14,18.92694064,56,PD
X-1468,LLM871,FGFR2/4,single,4.9,10,4.7,14,67.34306569,97,SD-->PD
X-1468,binimetinib,"MAP2K1,MAP2K2,MAPK",single,1.2,10,1.24,14,71.01632653,91,SD-->PD
X-1468,paclitaxel,Tubulin,single,48.3,45,17.88,14,78.81967213,91,PD
X-1468,tamoxifen,ESR1,single,338.5,21,74.2,14,9.584013051,28,PD
X-1468,trastuzumab,ERBB2,single,68.6,21,14.92,14,23.57377049,42,PD
X-1468,untreated,"UNKNOWN,Untreated",single,121,21,20.82,14,19.47549909,35,PD
X-1468,LFW527 + everolimus,"IGF1R,MTOR",combo,-4.8,10,6.483333333,17,48,48,SD
X-1479,5FU,chemotherapy,single,-0.1,40,-3.14,12,67.60888889,82,SD-->PD
X-1479,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,2.4,10,5.14,14,45.86330935,84,SD-->PD
X-1479,BKM120 + LJC049,"panPI3K,TNKS",combo,-3,12,-2,12,33,33,SD-->PD
X-1479,BYL719,PIK3CA,single,1.2,12,-2.05,12,46.29537367,78,SD-->PD
X-1479,BYL719 + cetuximab,"PIK3CA,EGFR",combo,27.1,24,11.1,11,28,28,SD-->PD
X-1479,BYL719 + cetuximab + encorafenib,"PIK3CA,EGFR,BRAF",combo,77.7,21,27.15,11,24.43076923,67,PD
X-1479,BYL719 + encorafenib,"PIK3CA,BRAF",combo,-7.6,12,-3.025,12,46.10801394,90,SD-->PD
X-1479,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,-15,17,-12.06666667,17,64.16032064,83,SD-->PD
X-1479,BYL719 + binimetinib,"PIK3CA,MAPK",combo,-61.1,47,-34.215,72,90,90,PR-->-->PD
X-1479,cetuximab,EGFR,single,32.3,21,18.15,11,43.2,46,SD
X-1479,cetuximab + encorafenib,"EGFR,BRAF",combo,130.2,21,45.575,11,18.41880342,39,PD
X-1479,CGM097,MDM2,single,221.9,22,27.1,12,15.36211699,22,PD
X-1479,CKX620,MAPK,single,-28.7,49,-8.235294118,56,56,56,SD
X-1479,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,11.1,10,9.5,14,46.3358349,80,SD-->PD
X-1479,HDM201,MDM2,single,120.7,21,24.26,14,17.97810219,24,PD
X-1479,LEE011,"CDK4,CDK6,CDK4/6",single,0.2,10,0.72,13,27,27,SD-->PD
X-1479,encorafenib,BRAF,single,100.1,20,7.42,13,19.99082569,31,PD
X-1479,LJC049,TNKS,single,171.7,20,35.14,13,12.89686099,20,PD
X-1479,LKA136,"NTRK1,NTRK2,NTRK3",single,119.6,20,19.02,13,18.87356322,20,PD
X-1479,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-1.1,10,1.08,13,70.46086957,87,SD-->PD
X-1479,untreated,"UNKNOWN,Untreated",single,-4.1,11,-4.425,11,88,88,SD-->PD
X-1499,BGJ398,FGFR,single,158.3,15,56.275,11,9.177170036,15,PD
X-1499,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,216.7,15,52.7,11,7.438789546,15,PD
X-1499,BKM120 + binimetinib,"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD",combo,151.9,20,30.94,13,13.06545064,25,PD
X-1499,BYL719,PIK3CA,single,268.6,9,153.775,9,4,9,PD
X-1499,BYL719 + LGH447,"PIK3CA,PIM",combo,517.1,15,124.15,11,5.721081081,15,PD
X-1499,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,136.8,15,54.4,11,9.27480916,15,PD
X-1499,cetuximab,EGFR,single,653.1,15,209.72,14,4.965734896,15,PD
X-1499,CGM097,MDM2,single,-100,21,-82.49642857,100,100,100,CR
X-1499,CKX620,MAPK,single,182.2,22,50.575,11,13.11607143,26,PD
X-1499,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,295.2,15,84.84,14,9.49946865,15,PD
X-1499,HDM201,MDM2,single,500.5,15,180.3,14,5.555667001,15,PD
X-1499,erlotinib,EGFR,single,307.7,15,98.84,14,9.435779817,15,PD
X-1499,HSP990,HSP90,single,132.6,11,72.3,11,6.927631579,11,PD
X-1499,INC280,MET,single,229.6,8,108.5,8,4.122662678,8,PD
X-1499,LCL161 + paclitaxel,"BIRC2,TUBB,Tubulin",combo,212.3,13,69.28,13,9.884456671,13,PD
X-1499,LEE011,"CDK4,CDK6,CDK4/6",single,-76.1,56,-29.92692308,94,112.8421053,139,PR-->-->PD
X-1499,LGH447,PIM,single,247,9,122.65,9,5.5,9,PD
X-1499,LLM871,FGFR2/4,single,228.8,5,127.2,5,4,5,PD
X-1499,binimetinib,"MAP2K1,MAP2K2,MAPK",single,236.3,16,102.64,11,3.844903988,16,PD
X-1499,paclitaxel,Tubulin,single,267.3,11,120.5,11,4.76744186,11,PD
X-1499,untreated,"UNKNOWN,Untreated",single,412.9,12,185.425,12,5,12,PD
X-1499,LFW527 + binimetinib,"IGF1R,MAP2K1,MAP2K2",combo,-19.7,10,-4.55,14,20.61048689,24,SD-->PD
X-1500,5FU,chemotherapy,single,-20.5,28,-8.25,57,76,76,SD-->-->PD
X-1500,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-94.4,154,-54.95,154,154,154,PR
X-1500,BKM120 + LJC049,"panPI3K,TNKS",combo,-55,31,-22.12857143,31,31,31,PR
X-1500,BYL719,PIK3CA,single,-57.2,25,-34.90833333,49,49,49,PR-->PD
X-1500,BYL719 + cetuximab,"PIK3CA,EGFR",combo,-100,101,-80.47826087,118,118,118,CR
X-1500,BYL719 + cetuximab + encorafenib,"PIK3CA,EGFR,BRAF",combo,-100,57,-72.24285714,69,69,69,CR
X-1500,BYL719 + encorafenib,"PIK3CA,BRAF",combo,36,28,62.45,18,32.2962963,36,PD
X-1500,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,-34.1,18,-21.525,18,49,49,SD-->PD
X-1500,BYL719 + binimetinib,"PIK3CA,MAPK",combo,-85.9,25,-66.67333333,68,122,122,PR-->-->PD
X-1500,cetuximab,EGFR,single,-93,106,-54.21666667,123,123,123,PR
X-1500,cetuximab + encorafenib,"EGFR,BRAF",combo,-100,87,-79.61304348,123,123,123,CR
X-1500,CGM097,MDM2,single,216.4,22,98.24,22,6.611171961,29,PD
X-1500,CKX620,MAPK,single,-6,32,2.8125,32,53,53,SD-->PD
X-1500,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-72.4,41,-51.78666667,75,75,75,PR
X-1500,HDM201,MDM2,single,491.3,22,173.46,22,6.41108545,32,PD
X-1500,LEE011,"CDK4,CDK6,CDK4/6",single,-6.4,38,4.025,25,56,56,SD-->PD
X-1500,encorafenib,BRAF,single,264.9,22,119.3,22,4.986899563,29,PD
X-1500,LJC049,TNKS,single,124.6,25,14.875,18,19.601983,25,PD
X-1500,LKA136,"NTRK1,NTRK2,NTRK3",single,59.3,21,18.83333333,17,21,21,PD
X-1500,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-29.1,28,-6.669230769,53,86.54761905,129,SD-->PD
X-1500,untreated,"UNKNOWN,Untreated",single,289,25,59.525,11,8.816593886,32,PD
X-1500,LFW527 + binimetinib,"IGF1R,MAP2K1,MAP2K2",combo,40.6,24,12.91666667,15,35.95930233,143,PD
X-152,BYL719,PIK3CA,single,-8.7,14,-2.416666667,17,37.25,91,SD-->PD
X-152,HSP990,HSP90,single,41.9,23,28.3,13,32.44827586,97,PD
X-152,LEE011,"CDK4,CDK6,CDK4/6",single,-12.5,23,1.45,23,27,27,SD
X-1536,5FU,chemotherapy,single,34.9,24,21.28,14,46,46,SD-->PD
X-1536,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,42.3,20,16.18,13,40.64,44,PD
X-1536,BKM120 + LJC049,"panPI3K,TNKS",combo,-8.6,24,-0.9,27,69,69,SD-->PD
X-1536,BYL719,PIK3CA,single,114.5,21,19.6,13,19.9435337,44,PD
X-1536,BYL719 + cetuximab,"PIK3CA,EGFR",combo,8.8,11,7.25,11,91,91,SD
X-1536,BYL719 + cetuximab + encorafenib,"PIK3CA,EGFR,BRAF",combo,7.1,13,3.54,13,45.16289593,49,SD-->PD
X-1536,BYL719 + encorafenib,"PIK3CA,BRAF",combo,103.3,23,8.9,13,22.71179039,43,PD
X-1536,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,7.4,14,9.18,14,39.47887324,43,SD-->PD
X-1536,BYL719 + binimetinib,"PIK3CA,MAPK",combo,-24.2,10,-14.92857143,20,20,20,SD
X-1536,cetuximab,EGFR,single,118.9,22,24.375,12,19.75889328,42,PD
X-1536,cetuximab + encorafenib,"EGFR,BRAF",combo,52,21,20.2,14,28.4173913,43,PD
X-1536,CKX620,MAPK,single,8.1,10,7.28,13,95,95,SD-->PD
X-1536,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-11.2,24,-2.216666667,37,76.85483871,91,SD-->PD
X-1536,HDM201,MDM2,single,4.6,13,3.88,13,46,46,SD-->PD
X-1536,LEE011,"CDK4,CDK6,CDK4/6",single,-54.9,71,-28.48888889,89,89,89,PR
X-1536,encorafenib,BRAF,single,146.9,20,35.74,11,13.37377049,41,PD
X-1536,LJC049,TNKS,single,159.3,21,45.32,15,13.53021978,30,PD
X-1536,LKA136,"NTRK1,NTRK2,NTRK3",single,59.9,21,23.26,15,24.53303965,45,PD
X-1536,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-52.2,82,-17.55185185,89,89,89,SD
X-1536,untreated,"UNKNOWN,Untreated",single,107.6,23,15.16,13,22.12643678,43,PD
X-1538,BYL719,PIK3CA,single,-6.9,28,-1.675,11,56,56,SD
X-1538,BYL719 + binimetinib,"PIK3CA,MAPK",combo,-3.9,14,-1.8,18,53,53,SD
X-1538,cetuximab,EGFR,single,71.1,17,20.58,13,17,17,PD
X-1538,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,5.5,21,8.875,11,49,49,SD
X-1538,LEE011,"CDK4,CDK6,CDK4/6",single,-21.2,35,-15.10666667,49,66,66,SD
X-1538,encorafenib,BRAF,single,0.8,11,0.625,11,32,32,SD-->PD
X-1538,untreated,"UNKNOWN,Untreated",single,3.4,10,2.34,15,76,76,SD-->PD
X-154,BGJ398,FGFR,single,358.9,20,55.575,11,9.16781293,24,PD
X-154,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-8.4,11,8.116666667,17,31.60655738,73,SD-->PD
X-154,BYL719,PIK3CA,single,294.9,21,53.92,14,9.697674419,42,PD
X-154,BYL719 + HSP990,"PIK3CA,HSP90",combo,-2.8,20,18.825,24,36.10012837,66,SD-->PD
X-154,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,98.4,21,21.675,11,21.17728532,46,PD
X-154,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,25.1,26,15.36666667,18,37.3229308,67,SD-->PD
X-154,HDM201,MDM2,single,152.4,21,56.1,14,13.14634146,49,PD
X-154,figitumumab,IGF1R,single,83.1,20,24.78,14,21.352,41,PD
X-154,HSP990,HSP90,single,96.1,29,48.06,14,16.81060606,60,PD
X-154,INC280,MET,single,-95.5,18,-73.1375,26,88,88,CR-->PD
X-154,INC280 + trastuzumab,"ERBB2,MET",combo,-100,19,-78.88333333,23,23,23,CR
X-154,LEE011,"CDK4,CDK6,CDK4/6",single,57,23,22.48,13,29.17563739,54,PD
X-154,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,-56.9,14,-30.8375,25,77,77,PR-->PD
X-154,LJM716,ERBB3,single,348,21,33.425,11,11.79197761,25,PD
X-154,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,355.3,20,99.54,13,7.288956127,23,PD
X-154,binimetinib,"MAP2K1,MAP2K2,MAPK",single,246.8,21,39.32,13,12.96978852,42,PD
X-154,everolimus,MTOR,single,9.5,14,6.32,14,43.43589744,64,SD-->PD
X-154,trastuzumab,ERBB2,single,337.9,20,62.96,14,11.3240612,23,PD
X-154,untreated,"UNKNOWN,Untreated",single,277.1,21,108.62,14,6.176613886,21,PD
X-158,BGJ398,FGFR,single,-17.1,10,-6.74,14,44.30674847,73,SD-->PD
X-158,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-34.3,14,-25.28,14,50.04536862,78,SD-->PD
X-158,BYL719,PIK3CA,single,-10.9,10,-4.4,14,87.60465116,107,SD-->PD
X-158,BYL719 + HSP990,"PIK3CA,HSP90",combo,64.3,48,20.725,15,28.16730038,48,PD
X-158,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-37.8,107,-0.666666667,114,114,114,SD-->PD
X-158,HDM201,MDM2,single,112.9,20,32.92,14,16.29565217,42,PD
X-158,figitumumab,IGF1R,single,250.4,20,61.96,14,11.25139665,30,PD
X-158,HSP990,HSP90,single,128.5,26,34.725,14,18.3880597,43,PD
X-158,INC280,MET,single,163,25,35.45,14,18.58878505,32,PD
X-158,INC280 + trastuzumab,"ERBB2,MET",combo,-75.7,53,-31.434375,133,133,133,PR-->-->PD
X-158,LEE011,"CDK4,CDK6,CDK4/6",single,75,20,11.98,14,23.95778364,63,PD
X-158,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,-81.2,97,-49.04642857,114,114,114,PR
X-158,LJM716,ERBB3,single,19.7,9,9.275,15,34.10714286,52,SD-->PD
X-158,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,95.1,23,-2.44,13,23,23,PD
X-158,LLM871,FGFR2/4,single,42.1,30,48.225,13,48.07042254,73,PD
X-158,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-12.1,25,4.257142857,25,36,36,SD-->PD
X-158,everolimus,MTOR,single,10.5,10,14.68,14,56.48235294,94,SD-->PD
X-158,trastuzumab,ERBB2,single,82.4,22,24.95,14,23.84293194,35,PD
X-158,untreated,"UNKNOWN,Untreated",single,53.7,22,47.52,13,9,60,PD
X-1586,BGJ398,FGFR,single,6.3,11,-8.825,11,35,35,SD-->PD
X-1586,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-45.4,28,-26.7,18,67.99435028,117,SD-->PD
X-1586,BKM120 + binimetinib,"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD",combo,-74.1,52,-53.12,67,106,106,PR-->-->PD
X-1586,BYL719,PIK3CA,single,-47.7,18,-28.65714286,21,83.91525424,110,SD-->PD
X-1586,BYL719 + LGH447,"PIK3CA,PIM",combo,-59.5,14,-36.43333333,21,54.49350649,63,PR-->PD
X-1586,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,-51.1,17,-37.325,24,59.95907928,106,PR-->PD
X-1586,cetuximab,EGFR,single,48.8,21,19.28,14,16.13970588,31,PD
X-1586,CGM097,MDM2,single,-11.5,11,-8.875,11,54.91428571,60,SD-->PD
X-1586,CKX620,MAPK,single,-59.1,63,-39.22105263,63,117,117,PR-->-->PD
X-1586,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,13.3,18,-3.6,11,41.56451613,74,SD-->PD
X-1586,HDM201,MDM2,single,-41.1,39,-22.82,14,42,42,SD
X-1586,erlotinib,EGFR,single,-46.5,12,-23.35,12,19,19,SD
X-1586,HSP990,HSP90,single,-44.5,40,-33.74615385,43,56,56,SD
X-1586,INC280,MET,single,42.8,21,-24.66,14,30.7012987,51,PD
X-1586,LCL161 + paclitaxel,"BIRC2,TUBB,Tubulin",combo,-54.9,55,-16.15,18,55,55,SD-->PD
X-1586,LEE011,"CDK4,CDK6,CDK4/6",single,-26.4,28,-24.02857143,21,57.01984733,60,SD-->PD
X-1586,LGH447,PIM,single,193.3,23,-5.95,12,16.97948718,26,PD
X-1586,LLM871,FGFR2/4,single,27,18,-6.5,11,33.67948718,48,SD-->PD
X-1586,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-33.9,10,-28.9,14,68.00607903,100,SD-->PD
X-1586,paclitaxel,Tubulin,single,99.1,21,22.175,11,17.96747967,34,PD
X-1586,untreated,"UNKNOWN,Untreated",single,3.4,36,-0.74,15,58.31506849,70,SD-->PD
X-1586,LFW527 + binimetinib,"IGF1R,MAP2K1,MAP2K2",combo,-13.7,10,-10.34,14,87,87,SD-->PD
X-160,BGJ398,FGFR,single,-20.4,11,-6.36,14,116.9980469,138,SD-->PD
X-160,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-45.2,103,-16.96923077,152,221,221,SD-->-->PD
X-160,BYL719,PIK3CA,single,-3.3,10,-0.15,15,84.80930931,98,SD-->PD
X-160,BYL719 + HSP990,"PIK3CA,HSP90",combo,-10.5,21,14.48888889,28,63.70050761,69,SD-->PD
